,county,covid-19,Total Population,gender,poverty,education,ethnicity,white,black,american indian,asian,native hawaiian,income,marriage,non-white
1012,"Hopkins County, Kentucky",2670,45044,23121,4824,2891,1126,39054,2902,70,230,29,42918,22702.176,3202
1013,"Jackson County, Kentucky",846,13368,6752,1544,628,96,12509,12,36,19,4,33106,7272.192,67
1014,"Jefferson County, Kentucky",52277,768419,397113,47386,117856,59021,490251,167067,1441,26944,559,57863,335799.103,195452
1015,"Jessamine County, Kentucky",2621,53476,27593,2638,6570,2384,45191,2247,106,658,27,49406,27754.044,3011
1016,"Johnson County, Kentucky",1120,22427,11374,1857,1490,198,21860,42,39,101,4,37769,12312.423,182
1017,"Kenton County, Kentucky",8997,166552,84154,9254,26179,7741,142167,8061,234,2015,241,62500,78779.096,10310
1018,"Knott County, Kentucky",738,15041,7621,1842,802,90,13813,65,8,18,0,35697,7746.115,91
1019,"Knox County, Kentucky",1763,31288,16011,5391,1885,347,28509,281,82,85,1,33797,14423.768,448
1020,"Larue County, Kentucky",816,14269,7208,1218,696,479,13299,377,47,29,15,42333,7933.564,453
1021,"Laurel County, Kentucky",3645,60631,30860,6934,4035,1011,58503,440,143,426,4,37869,32316.323,1009
1022,"Lawrence County, Kentucky",758,15604,7864,1779,590,148,15721,36,2,23,4,36446,8238.912,61
1023,"Lee County, Kentucky",1043,7088,3266,993,249,60,6887,280,1,0,0,32694,2494.976,281
1024,"Leslie County, Kentucky",471,10081,5026,927,527,72,10170,39,15,15,0,38666,5705.846,69
1025,"Letcher County, Kentucky",1027,21936,11190,3034,822,133,20773,87,30,57,0,35770,11735.76,174
1026,"Lewis County, Kentucky",775,13345,6687,1935,546,83,12599,36,18,9,4,36806,7006.125,63
1027,"Lincoln County, Kentucky",1443,24493,12460,1565,1195,475,22493,459,33,60,2,37303,14083.475,552
1028,"Livingston County, Kentucky",488,9172,4599,636,613,186,8232,25,19,12,6,43379,5292.244,56
1029,"Logan County, Kentucky",1697,27049,13909,1645,1971,853,23681,1680,43,95,2,40963,14092.529,1818
1030,"Lyon County, Kentucky",320,8226,3871,344,575,152,7733,507,25,34,0,40843,4006.062,566
1031,"Madison County, Kentucky",5706,92090,47317,6939,11986,3064,79591,3880,190,1006,56,39093,42361.4,5076
1032,"Magoffin County, Kentucky",701,12346,6163,1386,521,66,11335,14,14,5,6,38033,6432.266,33
1033,"Marion County, Kentucky",1510,19257,9501,1476,969,681,16779,1209,0,123,47,41225,8319.024,1332
1034,"Marshall County, Kentucky",1558,31225,15904,1668,2770,539,29697,101,60,129,9,45975,17923.15,290
1035,"Martin County, Kentucky",657,11421,5118,809,650,290,10002,780,42,17,1,32383,6133.077,839
1036,"Mason County, Kentucky",920,17122,8587,1130,1505,356,14777,1017,29,107,0,45488,8629.488,1153
1037,"McCracken County, Kentucky",4265,65485,34044,4027,7764,2135,53801,7539,170,660,18,52171,33135.41,8369
1038,"McCreary County, Kentucky",1164,17333,7978,2301,704,365,15072,908,58,32,3,30943,8423.838,998
1039,"McLean County, Kentucky",549,9202,4630,563,600,164,8691,47,10,13,2,43162,5604.018,70
1040,"Meade County, Kentucky",1133,28379,14107,1468,2119,1133,25912,952,132,217,73,44720,16147.651,1301
1041,"Menifee County, Kentucky",215,6463,2931,349,471,57,5873,30,12,2,2,35489,3321.982,44
1042,"Mercer County, Kentucky",1365,21690,10866,1167,1570,703,20100,748,40,74,14,41025,11040.21,862
1043,"Metcalfe County, Kentucky",601,10062,5166,974,547,230,9620,114,3,7,0,35804,6147.882,124
1044,"Monroe County, Kentucky",945,10616,5293,1142,451,473,10389,218,9,10,0,42638,5530.936,237
1045,"Montgomery County, Kentucky",1378,28042,14304,1991,1715,925,25363,614,26,145,1,39549,14357.504,785
1046,"Morgan County, Kentucky",518,13270,5790,1099,777,417,12510,492,20,17,4,31500,6197.09,529
1047,"Muhlenberg County, Kentucky",1991,30815,15411,1976,1848,569,28204,1203,64,58,3,37328,16177.875,1325
1048,"Nelson County, Kentucky",2855,45915,23018,1695,3831,1214,41113,2183,62,267,8,47784,24748.185,2512
1049,"Nicholas County, Kentucky",255,7189,3679,373,230,154,7124,41,10,7,2,39531,3702.335,58
1050,"Ohio County, Kentucky",1505,24081,12227,1768,1250,993,21872,155,26,45,2,36606,12714.768,226
